ra_2mass dec_2mass x_2mass y_2mass x_corr y_corr ra_corr dec_corr j_m h_m k_m ph_qual flux
245.937193 -26.481113 619.4236355504001 1882.0802525707302 605.7635491725321 1920.2666569907183 245.9376503185476 -26.479967244312434 13.403 14.629 14.474 UAA 149751.5625
245.940951 -26.481821 507.30982992273175 1858.4335850150485 491.68775194637954 1896.2061727528117 245.94147404861255 -26.48068762127966 10.73 10.305 10.14 AAA 383814.03125
245.939363 -26.481136 554.6796650704839 1881.2870547930345 539.8865592092174 1919.4595782519127 245.93985827158158 -26.479990639518398 13.113 15.071 12.437 UDU 84586.9609375
245.936013 -26.487371 654.7121722707636 1673.4939854003255 641.669635285502 1708.0301301448314 245.9364497047716 -26.48633476276779 15.877 15.351 15.302 ABD 21801.916015625
245.937303 -26.486649 616.2160314224516 1697.5453886354233 602.4998119723444 1732.5024329365433 245.9377622649671 -26.48560012371659 14.08 13.738 13.513 AAA 224044.828125
245.939137 -26.485739 561.4866437264566 1727.8563542497234 546.8126599916695 1763.3438404490935 245.93962833892746 -26.484674192599886 16.409 16.045 14.987 DDU 34450.0703125
245.940221 -26.486917 529.1623538264546 1688.5760373504936 513.9226950184175 1723.3761180041274 245.94073130400952 -26.485872803718493 16.437 15.605 15.29 DCU 35551.19140625
245.938142 -26.484943 591.1614800857378 1754.401966751716 577.0068059872382 1790.354001169871 245.9386159324881 -26.48386426602326 15.521 15.012 14.734 ABU 109491.8203125
245.93871 -26.483978 574.2018368778658 1786.5617056622275 559.7503690232285 1823.0765355113167 245.93919386291 -26.482882376644756 15.934 15.707 15.211 BCU 68679.65625
245.942087 -26.482525 473.4265827370821 1834.9521451654882 457.2115479349809 1872.3138077058843 245.94262992057048 -26.48140393697284 11.866 11.394 13.774 UUB 45790.296875
245.94051 -26.484749 520.5092327537409 1760.8391107618766 505.1181443269313 1796.9037952002095 245.94102534892565 -26.483666862763098 16.511 15.877 15.398 BCC 41207.44140625
245.924462 -26.487312 999.3292803349727 1675.5803290008594 992.3175427408347 1710.1529847583745 245.9246966683451 -26.486274757624134 15.624 15.222 15.007 DDC 51386.94140625
245.926646 -26.486773 934.165071823204 1693.526760857042 926.0129605801101 1728.4134791720405 245.92691886694797 -26.485726321237355 13.602 14.908 12.965 UEU 52284.1171875
245.93011 -26.483173 830.7763834435109 1813.4924941846134 820.8149701537723 1850.4786128328442 245.93044344414233 -26.482063313974777 14.273 13.906 13.89 AAA 153085.984375
245.930436 -26.486904 821.0934561787706 1689.122317061094 810.962591661899 1723.9319576096632 245.93077515715032 -26.485859605553376 15.403 14.964 14.797 AAB 105090.5234375
245.925019 -26.477432 982.6103165911347 2004.9089645613979 975.3059971314796 2045.2448714412221 245.92526338931563 -26.47622185709767 16.536 15.86 15.575 BBU 31133.08984375
245.923778 -26.481375 1019.6771719418111 1873.4866462616276 1013.0215224507929 1911.5226625712062 245.9240006929169 -26.480233861457627 15.931 15.366 15.535 AAD 41981.94921875
245.927855 -26.481077 898.032513792195 1883.3819429263972 889.2480827835584 1921.5911269276094 245.9281489983774 -26.479930639051968 14.249 13.831 13.556 AAA 75665.953125
245.926041 -26.482794 952.1732039631534 1826.1659509621836 944.3362350325085 1863.373855104022 245.92630327581347 -26.4816776900334 13.529 13.048 12.908 AAA 357304.375
245.930208 -26.4771 827.7821228018963 2015.925060101345 817.7683099509295 2056.4537486531185 245.9305431401352 -26.475884036524022 14.371 13.965 13.882 AAA 0.0
245.928139 -26.478613 889.5318371576875 1965.5125813397194 880.598644307947 2005.1590515131647 245.92843795895973 -26.47742351857181 14.293 13.952 13.796 AAA 229923.96875
245.934458 -26.486582 701.0947276994427 1699.8119279173518 688.863885434183 1734.8086366559055 245.9348675037082 -26.48553195994228 16.68 15.893 15.634 CCU 54733.3359375
245.935364 -26.483187 674.0206363989762 1812.9683489968365 661.3159975359582 1849.9452951042813 245.93578933746417 -26.48207754491377 14.712 14.265 14.142 AAA 178799.984375
245.932677 -26.483385 754.191146749584 1806.3985377981921 742.8894918177017 1843.2605122096606 245.93305534208082 -26.482279017522693 15.345 14.807 14.951 AAC 67854.8125
245.93403 -26.483538 713.8256600388647 1801.2835366265713 701.8176090895448 1838.0559985175364 245.93443200684837 -26.482434691292074 15.618 15.127 14.944 AAC 69614.03125
245.933137 -26.484667 740.4826562806243 1763.6601066908836 728.9411027655351 1799.7741585579738 245.93352339195786 -26.483583451228373 13.817 13.265 13.142 AAA 489412.15625
245.936138 -26.477205 650.8493856105752 2012.3595920494015 637.7392498587602 2052.8258849102663 245.93657685157189 -26.475990857840266 14.797 14.243 14.219 AAA 0.0
245.936499 -26.478382 640.0937593294614 1973.1219567348385 626.7954001177269 2012.901590977698 245.93694416982717 -26.477188454154586 16.023 15.474 15.482 BBD 41162.01953125
245.93337 -26.476896 733.4346233289325 2022.6911789921687 721.7697292371888 2063.338274624532 245.93376044032087 -26.475676458448984 15.188 14.683 14.578 AAB 0.0
245.933762 -26.477898 721.7509892830255 1989.2867709379857 709.8816315954784 2029.3492894294004 245.93415929960833 -26.47669599230942 15.737 15.061 15.123 AAC 80485.78125
245.93598 -26.481108 655.6147327562926 1882.2612730029111 642.5879905795276 1920.4508452804625 245.93641610336198 -26.479962160635544 12.733 12.113 11.98 UAA 1452199.375
245.931351 -26.478598 793.6961022485739 1965.9796787419734 783.0857840379239 2005.6343231199585 245.93170613502213 -26.4774082486696 14.183 13.756 13.718 AAA 55061.21875
245.93342 -26.479452 731.9745193484475 1937.4905126248138 720.2840734370453 1976.6465965957486 245.9338113236461 -26.478277188183945 13.967 13.569 13.246 UAU 364194.34375
245.931117 -26.481043 800.7068086647562 1884.4820561876963 790.2191778163893 1922.710492170981 245.93146805010025 -26.47989603663753 16.042 15.371 15.029 AAB 55933.9296875
245.932204 -26.479828 768.2602647885647 1924.9704863737743 757.2048194223645 1963.9074698853155 245.93257405755375 -26.478659771430248 14.332 14.907 13.594 UBU 45605.484375
245.921684 -26.487047 1082.2069238155846 1684.437829889778 1076.6455449823573 1719.1654919128491 245.92187007846297 -26.48600512424943 12.844 15.146 12.312 UDU 51052.8359375
245.922263 -26.485777 1064.9206376464915 1726.7663157000793 1059.0567488053052 1762.2347262248309 245.92245920340423 -26.484712898516115 11.188 10.695 10.586 AAA 3623109.5
245.92037 -26.484949 1121.3905444408776 1754.3820323952045 1116.514878968593 1790.3337179621208 245.92053309257005 -26.483870410939502 16.359 14.777 14.278 CUU 52600.234375
245.92269 -26.483072 1052.1550921969704 1816.9294194061074 1046.0678063104174 1853.9756842457145 245.92289366699086 -26.48196056051957 15.336 14.96 14.826 AAB 85737.09375
245.91787 -26.482773 1195.9599849753677 1826.9348837346759 1192.3892847124366 1864.1562442000331 245.91798936417715 -26.481656333503345 12.516 11.93 11.804 AAA 796711.5625
245.920946 -26.484081 1104.197573653195 1783.3107086170307 1099.0210311921257 1819.7686460178288 245.9211191657285 -26.482987220291534 16.648 15.266 15.093 DUU 14693.1669921875
245.922555 -26.477242 1056.1269286924776 2011.2641374576156 1050.1091499445959 2051.711259863124 245.9227562954183 -26.47602853596986 16.207 15.786 15.368 ABC 0.8214225769042969
245.923832 -26.479002 1018.0424608391063 1952.5862596318104 1011.3582039037906 1992.006519175367 245.9240556326662 -26.47781933397828 16.334 15.749 15.568 ABU 9031.1923828125
245.92335 -26.478268 1032.4165137781818 1977.0572049342177 1025.9838027693 2016.9057060205669 245.92356520132108 -26.47707248975657 16.414 16.07 15.568 BCU 37949.9765625
245.912361 -26.477509 1360.2879186760943 2002.4394680363362 1359.592957252926 2042.732158726972 245.912384010142 -26.476300216461997 14.281 13.825 12.953 AAU 153910.359375
245.913125 -26.478043 1337.4962655181143 1984.634636699682 1336.4024501646813 2024.615742841927 245.91316137212766 -26.476843561282955 13.979 13.451 12.862 AAU 224743.1875
245.913862 -26.476801 1315.4973804866852 2026.0299178397386 1314.0185846452023 2066.735441401934 245.91391126124896 -26.475579826123194 15.81 15.373 15.036 BCC 0.0
245.916539 -26.480301 1235.6513529972528 1909.3447321404904 1232.7752516747048 1948.008264952949 245.91663508274928 -26.479141074609903 8.611 7.818 7.573 AAA 6775075.5
245.921816 -26.481323 1078.2149190485086 1875.2369160581375 1072.5836801318574 1913.303562089155 245.92200437768446 -26.480180954297353 14.921 14.582 14.345 ABB 121269.1875
245.920026 -26.481899 1131.626536178262 1856.0515653530404 1126.9300005613816 1893.7824677467183 245.9201830716133 -26.48076703644671 15.677 15.271 15.135 ABC 110501.546875
245.918967 -26.481001 1163.2149339648101 1885.993260286755 1159.0711953091943 1924.248142341773 245.91910554863946 -26.479853322583597 15.057 14.558 14.647 CDB 64132.57421875
245.91909 -26.479361 1159.5308281192933 1940.6590349063024 1155.322617611381 1979.870568017163 245.91923069784238 -26.478184622534386 14.998 14.374 14.392 CDD 129664.71875
245.895564 -26.530481 1861.5968661852949 236.77687065497202 1869.6748113435376 246.1704658914341 245.8952931154107 -26.53019921067322 14.503 14.076 14.033 CDD 60099.61328125
245.894625 -26.528687 1889.5966819517353 296.5789397856914 1898.1646238858907 307.019071231941 245.89433768982713 -26.528373813814483 13.726 13.357 13.019 ACB 169890.296875
245.892335 -26.530224 1957.8956257245206 245.34978682415488 1967.6587991746997 254.8934080935776 245.8920076167224 -26.52993770631655 13.665 13.196 13.134 AAA 323972.0
245.892356 -26.529121 1957.267406763371 282.11642167658835 1967.0195863817298 292.30345905592867 245.8920289873679 -26.52881540386652 12.876 12.383 12.204 AAA 946010.75
245.894179 -26.529779 1902.900478226154 260.1798486724133 1911.7012365951118 269.9829960241806 245.8938838832074 -26.529484922891218 13.11 12.526 12.297 AAA 639202.75
245.909237 -26.530235 1453.8223208777626 244.92354348464715 1454.7642114931234 254.45970549562844 245.90920535882705 -26.529948920367662 11.312 10.64 10.505 AAA 3526885.5
245.907078 -26.528734 1518.2024471983807 294.96819045898036 1520.2709900243524 305.38013379201266 245.9070085827274 -26.528421652091943 11.121 10.634 10.447 AAU 3476454.0
245.905424 -26.529865 1567.5366440399134 257.27611949806953 1570.468535310612 267.02845158928574 245.905325641321 -26.52957244360322 14.193 13.711 13.554 EEB 176113.609375
245.901092 -26.522865 1696.7034317879347 490.6272275825553 1701.8957418442237 504.46320406525 245.90091785336608 -26.522449939422955 11.157 10.657 12.064 UUA 671793.3125
245.899632 -26.525976 1740.2595650519618 386.9322209235752 1746.2141074403712 398.9535347897378 245.8994323032287 -26.525615379975907 11.33 10.959 10.772 AAA 2071164.0
245.902534 -26.525728 1653.708061895195 395.1884599218642 1658.147952978361 407.354257970497 245.90238507927953 -26.525363043570017 13.982 14.09 13.314 EDE 164055.890625
245.901707 -26.523676 1678.3643176463565 463.59163668067845 1683.2356932051678 476.95449032259035 245.9015436124282 -26.523275132657783 12.115 11.651 12.314 UUA 839972.0625
245.89942 -26.530363 1746.59806869607 240.69956543760128 1752.6635348982513 250.16180783275934 245.89921658599275 -26.530079152166326 12.429 11.853 11.67 AAA 1155989.5
245.902959 -26.530775 1641.0554036841077 226.9534250552528 1645.2738732485795 236.17510999371984 245.9028175090719 -26.530498366501217 12.933 12.325 12.144 EAA 948466.5
245.898965 -26.527229 1760.1567853536724 345.16767196694747 1766.4595290973616 356.45810622636907 245.89875363051215 -26.52689030649993 13.411 12.973 12.782 ABA 405030.53125
245.904526 -26.528708 1594.312365283979 295.84682824311864 1597.7128316764488 306.27414773737314 245.90441192982038 -26.528395195426455 12.78 12.219 12.027 AAA 1020397.125
245.902175 -26.527596 1664.4230811260993 332.9231852645752 1669.050485045806 343.9993410067053 245.90201979536994 -26.527263733178483 12.176 11.65 11.468 EAA 261259.421875
245.891032 -26.511938 1996.729681521573 854.8850176238481 2007.1724509482005 875.0955054322653 245.89068187430823 -26.511331698268997 11.322 10.698 10.53 EEE 2444352.5
245.891808 -26.512936 1973.5847192492845 821.6172990714548 1983.6224518361469 841.2456018052055 245.89147144715895 -26.51234716515037 11.429 10.844 10.675 AAA 1693354.125
245.893181 -26.520205 1932.6454400314567 579.3150706899406 1941.966735232007 594.7030844270147 245.89286844734636 -26.51974337576429 13.502 13.146 11.238 ABU 150301.265625
245.891755 -26.518824 1975.1749735762255 625.3506771959135 1985.2405356138095 641.544314046842 245.8914175023152 -26.518338204981777 10.074 9.412 9.152 EEE 2782276.25
245.891557 -26.520182 1981.0826667466447 580.0842830203073 1991.2516134147108 595.4857579731628 245.89121603406204 -26.519719969498134 10.532 10.012 9.74 EEE 1501182.625
245.895689 -26.519966 1857.841456219057 587.2766026251327 1865.8536817028903 602.8039431710725 245.8954203276525 -26.519500198439204 13.093 12.565 12.299 ABA 547156.1875
245.894502 -26.517942 1893.2402039130725 654.7458903460372 1901.8719074815513 671.4539434270929 245.89421256524864 -26.517440776098418 11.565 11.178 11.08 EAA 1926157.875
245.892595 -26.515816 1950.1154662640024 725.6160790820448 1959.7424869236224 743.5643604659808 245.89227220730754 -26.5152775669687 14.182 13.79 13.6 AAC 80788.3203125
245.892816 -26.517431 1943.526708764887 671.7823740934442 1953.0384261682725 688.7885656400796 245.89249706918537 -26.51692082996131 11.309 10.983 10.731 ABA 65416.66015625
245.899841 -26.522659 1734.014008342931 497.49821068279175 1739.8592534889324 511.45442936974064 245.89964496582704 -26.52224033277878 10.803 10.157 9.951 AAA 3541283.0
245.895087 -26.521477 1875.800402016287 536.9112968276146 1884.126909051572 551.5572445220979 245.89480779139717 -26.521037639761893 13.703 13.354 12.152 ABU 129489.7421875
245.895851 -26.522139 1853.0154261099524 514.8428799947603 1860.9431960668767 529.1026303946687 245.89558515686096 -26.521711226237457 11.597 12.454 10.791 UBU 263964.9375
245.896827 -26.522808 1823.9077855205362 492.54044741505186 1831.3261717671458 506.4099052448154 245.89657823168412 -26.522391935518087 10.857 10.561 10.403 UAA 2806260.5
245.898556 -26.522993 1772.340594377782 486.36893067835314 1778.8565547793933 500.13038696522426 245.8983374824488 -26.522580175885974 9.679 8.951 8.73 EEE 3573351.25
245.892258 -26.526016 1960.184764644602 385.6165780190545 1969.9879980258825 397.61486813438796 245.89192928168495 -26.525656066143874 14.185 13.802 13.716 EEB 305342.65625
245.892201 -26.523991 1961.8812936325567 453.1166694673099 1971.7142162711266 466.2962111829879 245.8918712902877 -26.52359562851604 11.727 11.094 10.904 UUA 589291.0
245.893305 -26.521299 1928.949212243024 542.8481808267137 1938.205823457277 557.5980239911812 245.89299461382782 -26.5208565210336 13.478 12.946 12.325 BBU 88998.25
245.892262 -26.521721 1960.0580577494545 528.7832483058588 1969.85907376007 543.2869551512114 245.89193336418933 -26.521285903666577 14.243 13.773 13.512 EDC 46994.80078125
245.890247 -26.52103 2020.155622630892 551.8192202920259 2031.0083460269325 566.7260566471364 245.88988311169174 -26.520582806217753 11.715 10.292 10.154 EUU 981336.9375
245.891195 -26.523218 1991.884040197387 478.8847580366846 2002.2420109008413 492.5152413023267 245.8908476911946 -26.5228090986016 12.998 12.24 13.895 UUB 176279.9375
245.897432 -26.531187 1805.8892397670984 213.2388145126685 1812.9923014630226 222.2204937666403 245.8971937992537 -26.530917569048707 10.701 9.254 10.014 AAA 4010246.0
245.894885 -26.526388 1881.8369875320818 373.21172459797674 1890.2691348138933 384.9929297784414 245.89460224487016 -26.526034581844364 10.214 9.652 9.478 AAA 3113656.5
245.895811 -26.527906 1854.2237108514514 322.6096291654655 1862.172625791352 333.50529767586124 245.8955444433809 -26.527579148647266 13.383 12.899 12.677 BCA 150865.015625
245.894608 -26.525333 1890.0958534694184 408.37898055824104 1898.6725309051333 420.7756127180103 245.8943204009287 -26.524961118785924 12.516 10.194 11.829 AUA 793514.375
245.894172 -26.522842 1903.0938309767785 491.4132079585794 1911.897973018872 505.26293909785454 245.89387677888752 -26.522426525391246 12.652 11.828 11.665 AUU 980014.5
245.894862 -26.523537 1882.516101199783 468.24511332983406 1890.9601329707791 481.6894028131063 245.8945788496011 -26.523133689305443 12.588 11.773 11.657 BUU 782708.375
245.894924 -26.524864 1880.6701564935718 424.01164337865004 1889.0818842322092 436.68184713777646 245.89464193106016 -26.524483911926037 11.64 12.187 10.984 UCU 235546.34375
245.936137 -26.531094 651.5867746190102 216.0584116585899 638.4895431748428 225.08943386261524 245.93657604380655 -26.530822914044695 12.135 11.515 11.368 AAA 2489783.0
245.93242 -26.526834 762.3873634444533 358.100490837269 751.2291423047312 369.61724942692126 245.93279399114994 -26.526488374783046 14.517 14.159 14.045 ABA 28264.15234375
245.933172 -26.527971 739.973624006886 320.192235084795 728.4231624270064 331.045599198779 245.933559152742 -26.527645270247355 14.099 13.632 13.539 AAA 366559.625
245.931746 -26.530069 782.5276504999249 250.274412712983 771.7218843836736 259.90421493546023 245.93210820861265 -26.52977998902102 13.743 13.253 13.059 ABA 506062.03125
245.932647 -26.531181 755.6704038255243 213.19798213724837 744.394635892471 222.1789468246502 245.93302497752308 -26.5309114466511 14.785 14.283 14.111 ACB 170143.84375
245.934006 -26.530212 715.1286772352482 245.48291734500714 703.143429086865 255.02886839854477 245.93440775330924 -26.529925485401172 13.878 13.515 13.499 AEA 69672.5234375
245.927865 -26.522474 898.1886758856717 503.4809970900984 889.4069777136709 517.5419145391752 245.9281592812664 -26.52205208559433 10.254 9.622 9.541 AAA 4655075.5
245.92716 -26.525482 919.2480029244487 403.22117264349674 910.8348429756265 415.52754316475796 245.92744195392928 -26.52511272701291 14.427 13.984 13.893 AAA 287449.90625
245.93019 -26.525867 828.8841059838101 390.3575129304508 818.8895778385267 402.43876940673385 245.93052497013042 -26.525504457890083 15.109 14.742 14.664 ABB 141504.921875
245.928777 -26.525476 871.0216547703785 403.40525576529114 861.7645337288601 415.7148477411838 245.92908724610743 -26.5251066186217 13.753 13.281 13.189 AAA 260776.03125
245.92777 -26.52404 901.0392368296493 451.28191670156156 892.3074234741682 464.42935024383894 245.9280626231861 -26.523645490780826 14.253 13.756 13.829 ABA 257718.75
245.924894 -26.530844 986.8851395263555 224.5090909168815 979.6556294680668 233.68800000792703 245.92513631788398 -26.530568566195534 14.482 14.217 14.002 ABB 157956.71875
245.925978 -26.531351 954.5621686523555 207.59905455591112 946.7670066037717 216.4820380106396 245.9262392864055 -26.531084436759357 14.575 14.212 14.25 BAA 156235.125
245.930055 -26.531643 832.9771117531639 197.82553573740333 823.0542112088442 206.53748261280793 245.93038762510307 -26.53138153817695 9.955 9.247 9.035 AAA 3629829.5
245.925699 -26.527706 962.8448208624677 329.10168391863624 955.1946052275609 340.11096338721245 245.92595539627837 -26.527375649786592 13.167 12.331 12.574 EUA 852956.5
245.926653 -26.528528 934.4015285741671 301.6926851429488 926.253555324215 312.2223071329504 245.92692609046915 -26.528212032993444 14.73 12.87 13.922 AUA 16126.208984375
245.927389 -26.529383 912.4605321676083 273.1855965675726 903.9285914805414 283.21634450750514 245.9276749705709 -26.529081994031717 15.407 14.056 15.152 BUD 146118.484375
245.925819 -26.529762 959.2874262260902 260.5672188680168 951.5749561850469 270.37714519820724 245.92607750063942 -26.529467629558525 12.749 12.239 12.193 AAA 804498.6875
245.927111 -26.527256 920.728535483328 344.0883002475216 912.3412848542862 355.35984550185333 245.92739210101226 -26.526917772100717 15.665 15.495 13.657 CDU 112557.453125
245.92885 -26.527664 868.8690468031291 330.4711739542563 859.5742551221838 341.50441949845583 245.92916152941248 -26.52733290844791 15.326 15.395 14.741 UCU 77562.640625
245.929921 -26.527742 836.9284693930242 327.86027759928726 827.0747176074021 338.84783245727476 245.9302512689888 -26.527412271012363 14.466 14.093 13.885 UAU 191478.953125
245.91615 -26.510885 1247.5003328670168 889.8801612009897 1244.8315886921896 910.7030640220071 245.91623930346066 -26.51026029408424 14.051 13.586 13.513 BEA 282036.625
245.916778 -26.51223 1228.779033830256 845.0423136443769 1225.7826669222854 865.0805541331536 245.9168782911772 -26.511628831150063 14.015 13.655 13.372 AAE 299803.75
245.91588 -26.515123 1255.5873103666077 748.615361716648 1253.0600882980234 766.9661305466893 245.91596458313504 -26.51457245920711 15.527 13.824 13.87 BUU 145661.125
245.918636 -26.513767 1173.3718361868287 793.7951130163316 1169.405843320098 812.9365274941174 245.91876879807944 -26.513192727106908 15.184 14.999 14.889 BAC 103387.53125
245.914533 -26.519844 1295.8000588914983 591.2579224655852 1293.9765599220996 606.854936108733 245.9145940197666 -26.519376077363695 9.857 9.127 8.929 AAA 3901531.5
245.918665 -26.519812 1172.5587519918877 592.2948415865666 1168.5785301517458 607.9100013143316 245.91879831257745 -26.519343514530206 15.22 14.781 13.526 CDU 194276.78125
245.915505 -26.516094 1266.7800619829345 716.251307726763 1264.448713067636 734.0357056119815 245.9155830231379 -26.51556045191381 13.796 13.082 12.96 AUU 450327.9375
245.916099 -26.517529 1249.0742060745433 668.4137975935615 1246.4330046808477 685.3610390514489 245.91618741645198 -26.517020564054423 13.957 13.424 13.264 AAE 116899.9921875
245.925514 -26.520485 968.2873826384628 569.8034537520741 960.7324118346359 585.0250141927355 245.9257671431107 -26.520028282664455 14.409 13.89 13.858 ABA 63814.796875
245.924892 -26.519117 986.8250904863303 615.4091869888571 979.594529569841 631.4288477611622 245.92513425769405 -26.518636343765497 13.22 12.795 12.629 AEA 377665.625
245.922794 -26.519985 1049.4088278287734 586.4944833146 1043.2734823157768 602.0081367726056 245.92299955322727 -26.519519537082232 13.251 12.693 12.574 AAA 915493.25
245.924072 -26.51833 1011.2747033091812 641.649932759918 1004.4720106170919 658.1288065832166 245.9242999096023 -26.517835572635807 13.732 13.283 13.155 AAA 337267.8125
245.919925 -26.515701 1134.9413275985485 729.3183466785862 1130.302800831523 747.3314177454615 245.9200803516767 -26.51516057077715 14.033 13.829 13.697 ABA 252299.828125
245.921013 -26.517551 1102.5064834107297 667.6428534433568 1097.3003468704176 684.5766033786156 245.9211873893205 -26.51704294449363 15.095 14.616 14.393 UBU 194342.796875
245.917951 -26.516014 1193.8226093560127 718.9002938129394 1190.2145050197428 736.7310489546658 245.91807181647613 -26.515479050199374 13.573 12.72 12.842 AUA 57407.6875
245.917684 -26.516155 1201.7875922830622 714.2022903098788 1198.3188751480156 731.9508303903017 245.91780014538838 -26.515622517921464 13.34 13.231 12.622 UAU 432494.625
245.911962 -26.529739 1372.5504413347135 261.4410556388262 1372.070074058071 271.2662741125056 245.91197803934324 -26.52944424052417 14.251 13.92 13.837 ABA 165984.328125
245.916776 -26.531183 1228.9921555567785 213.2755462738929 1225.9995182790221 222.25786833368613 245.9168762730393 -26.5309135085443 13.725 13.372 12.993 AAA 286827.65625
245.914685 -26.530233 1291.344981867092 244.956852063516 1289.443519049766 254.4935969746275 245.91474868500273 -26.529946884758377 14.634 14.277 14.072 BBB 251315.3125
245.912401 -26.526905 1359.4382326640257 355.9050209500216 1358.7284017356462 367.38335881664705 245.9124247200994 -26.52656064546928 13.511 13.21 13.043 ABA 261465.828125
245.91382 -26.531256 1317.1496325620064 210.86260622040805 1315.6997511318416 219.80270182926517 245.91386855013872 -26.530987787599408 15.044 14.724 14.618 BBC 74771.640625
245.920603 -26.530024 1114.8487924109297 251.8794643674144 1109.858646278121 261.53735499384413 245.92077023466547 -26.529734222423162 13.678 13.272 13.577 UUA 150357.328125
245.919988 -26.529268 1133.1834033272896 277.0844250100942 1128.514112885517 287.18340244777096 245.92014447269852 -26.5289649931303 14.219 13.622 13.859 UUA 27268.51953125
245.914472 -26.521925 1297.635048770685 521.8916534982131 1295.843662124172 536.274757434432 245.91453195362612 -26.521493494878488 12.63 12.217 12.178 AAA 633538.625
245.914276 -26.525576 1303.5080288069662 400.19294619319396 1301.819419311088 412.44632275157494 245.91433252620635 -26.525208387443996 14.569 14.25 14.041 BBC 110021.71875
245.918343 -26.525757 1182.2132861462392 394.1306014713831 1178.4020186537982 406.2778869971323 245.9184706856471 -26.525392552296523 13.322 12.795 12.642 ABA 392038.59375
245.917086 -26.527714 1219.718640578207 328.9066365117611 1216.5637167883256 339.912502650717 245.9171916940463 -26.52738380082712 8.706 7.898 7.656 AAA 2951292.25
245.914528 -26.526917 1296.0023272008734 355.4912549722355 1294.1823679268887 366.9623519342497 245.91458893610925 -26.526572854835408 12.096 11.483 11.316 AAA 2392594.5
245.91656 -26.529842 1235.4231519033924 257.97711001742437 1232.5430570617018 267.7417094427293 245.91665649240832 -26.529549041197534 13.466 12.998 12.816 ACA 556302.1875
245.915253 -26.528715 1274.3936575245057 295.55298224898115 1272.1955465311844 305.9751594383383 245.9153266225698 -26.52840231948619 11.087 10.641 10.465 AAA 3872672.75
245.915863 -26.522835 1256.1549884189212 491.54876326274905 1253.6377007162523 505.4008666198472 245.91594729148224 -26.52241941916664 13.959 13.437 13.353 AAA 306536.03125
245.917131 -26.521444 1218.3252147577873 537.9063384126026 1215.1459060160487 552.5696993348232 245.917237475494 -26.521004075819725 9.536 8.812 8.565 AAA 3833106.25
245.922456 -26.529675 1059.5827726223952 263.49733127359696 1053.625471143287 273.3585345708849 245.92265565677948 -26.529379112516725 12.122 11.912 11.823 AAA 1545209.0
245.923634 -26.526779 1024.4221396546754 360.02043194194147 1017.8495270986323 371.57078950092557 245.9238542630268 -26.526432430776644 14.551 14.376 14.182 AAC 76317.171875
245.924209 -26.528191 1007.2873856616607 312.94863794964147 1000.4149149107398 323.6752391137602 245.92443932664122 -26.5278691398529 13.136 12.72 12.574 AAA 686032.375
245.921594 -26.526466 1085.2605811612266 370.4713089567378 1079.7526413315481 382.2045568634808 245.92177856879184 -26.526113956201744 14.914 14.366 14.513 BBC 83595.671875
245.921842 -26.521431 1077.8167599531378 538.3025922676829 1072.1785532523177 552.9728876323675 245.92203089958224 -26.520990843400636 14.355 13.951 13.501 ACB 41363.4296875
245.925259 -26.525324 975.9428235675516 408.5057754637403 968.5218229799837 420.90462653435577 245.92550769231624 -26.524951965585803 15.748 15.178 14.417 DDU 48134.5703125
245.925724 -26.524258 962.063283061414 444.03480657235207 954.3993905149887 457.0554156873683 245.92598082585192 -26.523867309759698 15.813 15.145 14.936 CDC 108878.0625
245.923943 -26.521284 1015.1517307436247 543.1843933336827 1008.4168860316381 557.9401202170222 245.92416865857945 -26.520841267820256 10.875 10.202 10.037 EEA 4877085.5
245.924816 -26.522238 989.1236749469472 511.37652206998746 981.9333392585188 525.5756112062123 245.92505693468632 -26.521811961372343 12.231 12.093 12.044 AAA 1451401.75
245.920235 -26.522655 1125.7574935332182 497.5158126694795 1120.9582496700496 511.4723393911954 245.92039578510474 -26.522236265380897 9.308 8.516 8.368 AAA 3501949.75
245.920773 -26.525055 1109.7334244874244 417.5114365930455 1104.6537594159543 430.06788673342396 245.9209432017278 -26.524678264738824 9.92 9.198 8.998 AAA 3660794.75
245.922694 -26.524117 1052.4312382206942 448.7619842232842 1046.3487848895563 461.86531894719167 245.9228978111082 -26.523723847201037 15.027 14.602 14.71 ABC 201715.53125
245.895134 -26.490011 1874.320827484049 1585.7782345885264 1882.6214419650198 1618.7793536938257 245.89485569137076 -26.489020985322558 14.723 14.436 14.324 ACB 42346.68359375
245.896704 -26.489117 1827.4792666777607 1615.5745030792102 1834.9601538446216 1649.0970568830965 245.89645315458154 -26.48811134329796 13.784 13.325 13.196 ABA 111366.140625
245.896079 -26.491842 1846.1329098339086 1524.7426681720121 1853.940235756002 1556.6756648650226 245.89581721632868 -26.49088402958223 13.211 12.727 12.531 AEA 259960.28125
245.894673 -26.491886 1888.0785954785815 1523.2791847373974 1896.6199708994568 1555.186570470302 245.894386623156 -26.49092879684573 12.719 12.153 12.043 EAA 453183.0625
245.897105 -26.490366 1815.5195669798716 1573.9400888346388 1822.7911594020193 1606.7340403892451 245.8968611658072 -26.489382201465244 14.534 14.204 14.034 ACB 43709.01953125
245.893739 -26.493645 1915.9465716582417 1464.6476753771165 1924.975636662261 1495.529009696216 245.8934362813601 -26.4927185773472 14.19 13.755 13.71 BBB 125223.7421875
