ra_2mass dec_2mass x_2mass y_2mass x_corr y_corr ra_corr dec_corr j_m h_m k_m ph_qual flux
245.89252 -26.535913 1952.388511612737 55.716158322566855 1962.0553105659599 61.941191093211785 245.8921958373982 -26.535726264242747 12.703 12.207 12.026 AAA 461186.5
245.905435 -26.532293 1567.2210890920664 176.34273129426558 1570.1474581511777 184.67872909191527 245.90533683167868 -26.532042933609056 11.678 11.378 11.282 UAA 1553589.375
245.907115 -26.533466 1517.1254034563158 137.23466314765864 1519.1750980168013 144.8862697527427 245.90704622723894 -26.53323646210591 13.838 13.408 14.467 UUD 6503.23828125
245.905857 -26.533409 1554.6417531275458 139.14076513772523 1557.3479838072778 146.82572852763542 245.90576621484465 -26.533178463892106 12.304 11.896 13.059 UUA 40343.55078125
245.909334 -26.536875 1450.9703816593023 23.589663376635002 1451.8623633383402 29.252482485726148 245.9093040543176 -26.536705120385328 14.292 13.572 12.947 ABU 152775.640625
245.90964 -26.535147 1441.8341944221581 81.18796859486513 1442.5662928245458 87.8587580452753 245.90961540923354 -26.534946880445098 13.215 12.672 12.474 ABA 448616.75
245.898495 -26.531801 1774.1893954305015 192.76909784126775 1780.7377098505353 201.39255705348995 245.8982753980194 -26.531542315776196 9.869 9.11 8.857 AEE 3384402.0
245.903064 -26.535378 1637.9448375604247 73.5196616271419 1642.1088722177321 80.05625570561688 245.90292434061334 -26.535181919105142 14.725 14.248 14.262 CBC 48374.0546875
245.903733 -26.532299 1617.9794552798146 176.1502338652479 1621.7940957472115 184.48286295788978 245.9036050504446 -26.532049037241336 13.971 13.535 12.135 ABU 138037.015625
245.902653 -26.532127 1650.187273025858 181.88797886440688 1654.5655503038106 190.32101849453403 245.9025061530615 -26.53187402618704 13.657 13.165 12.932 CCA 194438.3125
245.903057 -26.533058 1638.1430790813029 150.85302590283834 1642.3105829652256 158.74295385613806 245.9029172210015 -26.532821319098133 13.694 13.22 12.319 ADU 115022.9765625
245.9006 -26.533775 1711.4199018159834 126.96228195233533 1716.8697500977632 134.4341218865012 245.90041722749348 -26.533550863783365 8.877 8.115 7.949 AAA 3235578.25
245.903851 -26.536852 1614.4819396293055 24.3830634211724 1618.2353735728184 30.059767031042895 245.90372511009994 -26.536681714847955 15.11 14.677 14.287 DCC 43401.8125
245.904396 -26.535707 1598.2235945566988 62.54738703065962 1601.692507461441 68.89196630369617 245.90427964795902 -26.5355166778166 14.795 14.064 13.702 AAU 76716.28125
245.907322 -26.53636 1510.9684764705817 40.766952652122086 1512.910424808817 46.73037432353425 245.90725684764547 -26.536181107204246 12.223 11.73 11.834 UUA 823948.375
245.906275 -26.536671 1542.1934695171879 30.405440492317396 1544.6818552337386 36.18753570093298 245.90619152657558 -26.53649754915105 12.576 12.108 13.226 UUA 198926.640625
245.897423 -26.535988 1806.1723701034298 53.2055026382736 1813.2803865802398 59.38659893444344 245.89718463162606 -26.53580258653339 13.319 13.044 12.726 BDB 35739.51953125
245.898929 -26.535702 1761.2597525440121 62.73444095966934 1767.5817982135325 69.08229367646356 245.89871698468946 -26.53551158394137 14.315 13.702 13.694 EEB 239620.578125
245.935113 -26.532749 682.1469035034384 160.903636036901 669.5844743147485 168.96944966754677 245.93553413246042 -26.532506879656527 14.341 13.891 13.806 ABA 122794.703125
245.936875 -26.533854 629.6141047737101 124.04965806444866 616.1323516072499 131.47052708057652 245.93732696808675 -26.53363121169533 12.947 12.441 12.291 AAA 684983.875
245.93332 -26.53384 735.632448683144 124.55721903344732 724.006016535099 131.98697036653266 245.93370976259922 -26.533616977304984 11.818 11.182 11.071 AAA 3122706.75
245.935296 -26.536043 676.7318870856186 51.10150110097037 664.0746951096169 57.24577737023736 245.93572034696203 -26.535858524088884 14.966 14.646 14.509 AAB 142873.09375
245.925594 -26.532631 966.027503969311 164.9359667482957 958.432985288774 173.0723461663909 245.92584857020503 -26.532386837456713 13.274 12.711 12.541 AAA 866186.5
245.92741 -26.532309 911.8660183965687 175.65204200001492 903.3236737185086 183.97595273501526 245.927696345445 -26.53205919897656 14.398 14.141 14.054 BDC 110654.28125
245.928471 -26.535086 880.2549923211061 83.0749202491651 871.1594546867254 89.77873135352547 245.92877591809736 -26.534884794242267 14.239 13.756 13.714 AAA 192088.40625
245.929898 -26.53381 837.6842512009466 125.59380772027757 827.8437255969632 133.0416993553825 245.93022788430798 -26.53358646103583 15.495 13.887 14.719 CUC 111108.90625
245.933542 -26.536272 729.0421736560174 43.48806734910613 717.3004116949977 49.49910852771552 245.93393565564864 -26.536091536675887 14.407 14.01 13.839 ACB 153716.0625
245.931074 -26.53229 802.595179614081 176.24821753200968 792.1405952573274 184.58256133881986 245.93142445724334 -26.532039858206645 10.789 13.17 9.922 UBU 372179.90625
245.930981 -26.533039 805.3775277813438 151.2825276737592 794.9716345175173 159.17997190805005 245.93132983226752 -26.532801965933555 14.039 11.84 13.597 AUC 26523.625
245.932002 -26.536211 774.9669145523512 45.53828450609075 764.0288355570174 51.58520448494738 245.93236870792873 -26.536029473328707 11.031 10.564 10.436 AAA 4110889.25
245.914996 -26.534756 1282.1044667145698 94.18805938176583 1280.0412948820747 101.08635042094676 245.9150651294862 -26.534549037105965 14.377 13.862 13.944 EEB 235419.578125
245.914292 -26.532314 1303.081044827789 175.5928163948419 1301.3849631122753 183.91569068175164 245.9143488095487 -26.532064302422267 15.008 14.498 14.284 CCC 31077.52734375
245.914486 -26.533819 1297.306720212397 125.42484802820147 1295.509587816114 132.86978286869504 245.9145462049225 -26.533595639840218 14.22 13.841 13.569 EEB 122495.671875
245.922083 -26.532736 1070.7359264027448 161.4671617232253 1064.9738051147929 169.5428370533818 245.9222761355024 -26.532493680526485 12.988 12.449 12.321 AAA 844337.75
245.917885 -26.532162 1195.9265992525598 180.63403430453386 1192.3553147394796 189.04512990486324 245.918004678926 -26.531909640179048 11.345 10.706 10.582 AAA 3801059.25
245.92015 -26.5345 1128.3989409402411 102.68310636616732 1123.6459224066953 109.73006072757528 245.92030931465484 -26.534288552936403 13.698 13.214 13.129 AAA 265042.09375
245.919963 -26.533516 1133.9669080310412 135.48460723223107 1129.3113289215844 143.1055878587951 245.92011904114426 -26.533287333147264 13.695 13.23 13.152 ABA 486714.09375
245.919366 -26.532763 1151.7643050310644 160.58933514950044 1147.420180369108 168.64964851461679 245.91951159388418 -26.532521156286666 13.411 12.992 12.826 ACA 216714.171875
245.923078 -26.535057 1041.0849837689107 84.09193503194759 1034.8039709848665 90.81354389500666 245.92328855019437 -26.53485529659728 16.535 15.875 14.399 DDU 47633.2265625
245.919757 -26.536659 1140.1382170537122 30.719568830045418 1135.5906358521522 36.507161284571225 245.9199094408117 -26.536485335866963 13.46 13.124 12.659 UBU 466075.5625
245.917625 -26.534492 1203.699907499827 102.9693020753557 1200.264655881074 110.02126486167447 245.9177401318874 -26.534280415391304 11.068 10.533 10.372 AAA 4175072.0
245.918649 -26.533689 1173.155088795761 129.72823037476815 1169.1853028496869 137.24847440632664 245.9187820490163 -26.533463361992503 12.447 11.822 11.73 AAA 1637256.125
245.924169 -26.532446 1008.5229693503666 171.11564110143993 1001.6721213139979 179.3601648207151 245.9243986354207 -26.532198602402477 15.059 14.914 14.213 BCB 11380.560546875
245.924062 -26.534424 1011.7337635399203 105.18325595021363 1004.9391044018689 112.27396292934236 245.92428976715138 -26.53421121757017 15.87 15.501 14.469 DDU 106439.4453125
245.923234 -26.536861 1036.4503798262547 23.95723240631152 1030.088261473214 29.626483973421955 245.92344728332708 -26.536690866358803 13.837 13.324 13.21 AAE 412997.0
245.926077 -26.535055 951.6486373099076 84.1314383843815 943.802488462831 90.85373855610823 245.92634002731108 -26.534853256562737 11.319 10.638 10.502 AAA 4265804.0
245.912189 -26.534306 1365.8120580099649 109.20631459275421 1365.2137690251393 116.36742509812746 245.91220901206037 -26.53409116299023 10.464 9.794 9.588 AAA 3442610.0
245.910408 -26.536596 1418.940217461693 32.88360863174534 1419.2716712672727 38.70907178280089 245.9103968477273 -26.536421238043104 13.745 13.212 12.777 ABU 54103.84375
245.913416 -26.535921 1329.2318366735258 55.365223473364495 1327.9933938153124 61.58411488414839 245.91345748281617 -26.53573442522309 13.597 13.151 13.086 ABA 108877.0859375
245.91228 -26.536507 1363.1134838767357 35.839079914148286 1362.4679698445786 41.71626381264588 245.91230160480868 -26.536330680475782 14.652 14.149 14.122 BCC 103123.3671875
245.936834 -26.536903 630.877407052554 22.41678843141628 617.4177616759736 28.059082228966133 245.93728526287063 -26.536733569307888 15.757 15.282 15.117 BBC 111094.7578125
245.937361 -26.535398 615.1411970497129 72.57715964546945 601.4061679980828 79.0972599392652 245.93782147842623 -26.535202230113057 15.98 15.494 14.97 BBU 81259.0234375
245.940521 -26.536024 520.9127077651726 51.671311120162144 505.5286801510631 57.825559064765 245.94103677576203 -26.535839174168235 15.149 14.606 14.428 ABA 118771.640625
245.945671 -26.483578 366.51181157101155 1799.803620391616 348.4257682735042 1836.5501837484699 245.94627661054633 -26.482475349892933 16.582 16.242 16.07 BCU 44093.00390625
245.94758 -26.479307 309.4871668076944 1942.1434365122739 290.4031922268289 1981.380946651239 245.94821897515783 -26.47812959922019 15.945 15.576 15.41 ABD 66727.21875
245.940018 -26.477118 535.0802275234055 2015.21234480235 519.944131505065 2055.7285608363914 245.9405247093747 -26.47590232240624 16.348 14.804 14.56 CUU 0.0
245.943581 -26.478334 428.7888875864587 1974.6324842912009 411.79269311922167 2014.438552766297 245.94415002955927 -26.47713958881973 15.226 14.778 14.823 AAB 3775.7119140625
245.941464 -26.479534 491.97082005212724 1934.660396422532 476.08030940303945 1973.7669533599264 245.94199601016535 -26.47836059698181 16.028 15.609 14.644 DDU 64326.03515625
245.944815 -26.481934 392.0256572852925 1854.6155400710618 374.38610628778497 1892.3213120223054 245.9454056303211 -26.480802583586296 16.123 15.526 15.759 AAD 44937.69140625
245.944995 -26.479836 386.6228235787496 1924.5464886514403 368.88872299137756 1963.4760522028405 245.94558876746976 -26.478667867939063 15.089 14.678 14.547 AAA 150582.21875
245.950983 -26.4904 208.14182121903264 1572.3260047169965 187.2843030903657 1605.091709799544 245.95168156075965 -26.48941671012578 15.438 15.025 14.868 ABB 98692.078125
245.950462 -26.488684 223.65624518142045 1629.533945339903 203.0702294720952 1663.3007893833515 245.95115143732474 -26.487670682752384 15.735 15.221 15.134 ABC 79357.1171875
245.954133 -26.488659 114.13473874033434 1630.31043691007 91.63209666829016 1664.0908695559963 245.954886646592 -26.4876452265378 11.138 10.503 10.34 AAA 5489180.0
245.955507 -26.494411 73.24712721107971 1438.55480933661 50.028951937273405 1468.979518500001 245.95628471886468 -26.49349787886312 16.125 15.8 14.391 BDU 61139.51171875
245.957025 -26.494417 27.961296145882443 1438.3299011685501 3.950618828435381 1468.7506744389998 245.9578292715763 -26.493503975373876 15.709 15.041 14.932 BCC 0.0
245.955548 -26.488716 71.92048004462686 1628.3876887089766 48.67908844540784 1662.1344732613838 245.95632639673087 -26.48770321637596 13.688 13.145 12.978 AAA 506594.3125
245.954667 -26.490437 98.23522199920944 1571.0351720198566 75.45433838419558 1603.7782875302044 245.95542999880539 -26.489454338598755 14.123 13.62 13.48 AAA 382428.46875
245.955889 -26.492828 61.8221481854398 1491.3153144162745 38.40403577868483 1522.6633324185595 245.95667338975355 -26.491887174316673 12.446 11.909 11.734 AAA 1691849.75
245.951654 -26.485086 188.03221986215 1749.4493092678856 166.82278370973745 1785.314672180074 245.95236426393444 -26.484009712021475 15.571 15.208 15.18 AAC 94892.84375
245.950391 -26.485323 225.71788547913502 1741.5684802605767 205.16794847501978 1777.2959286651371 245.95107917495952 -26.48425086574808 15.565 15.16 15.152 AAC 103647.921875
245.951455 -26.487059 194.00315711465214 1683.6856084778492 172.89821236415855 1718.4001066262117 245.95216179569985 -26.486017240426037 16.233 15.779 15.946 BCU 61137.48046875
245.95593 -26.487108 60.49446177142272 1681.9815342006555 37.053114852422596 1716.666211049167 245.9567150670994 -26.486067074340102 15.536 13.88 13.648 DUU 85189.015625
245.956269 -26.485748 50.35558099482341 1727.3093772166662 26.73680366223266 1762.787291317958 245.95705998692534 -26.484683272518136 14.268 13.818 13.714 AAA 303496.125
245.951167 -26.481625 202.50292843167017 1864.8235674683692 181.54672967922443 1902.7079798990658 245.95186872456253 -26.48048814712179 16.384 15.001 14.894 CUU 48099.80078125
245.95244 -26.481398 164.51781362437532 1872.3706828854718 142.8968753628019 1910.387169835968 245.95316398774673 -26.480257168225684 16.506 15.571 15.203 BUU 48627.2578125
245.95063 -26.483067 218.5492021329933 1816.7649753309406 197.87381317032055 1853.808362399232 245.9513223413364 -26.481955384691762 16.582 15.861 14.793 BBU 38493.3984375
245.952598 -26.483664 159.84317105390824 1796.8347926422075 138.14042654735158 1833.5294015134464 245.95332476574364 -26.4825628223 14.678 14.243 14.086 AAA 219478.171875
245.954134 -26.484722 114.03479496638192 1761.5439174918315 91.53040387829355 1797.6209360479388 245.95488763777954 -26.483639329216878 16.521 16.144 15.015 BCU 43366.3359375
245.955047 -26.478048 86.67486592255682 1983.99628072279 63.691676076201475 2023.9662156354393 245.9558165609628 -26.47684852966597 16.547 15.541 15.076 BUU 35887.46484375
245.894668 -26.487686 1888.2178896268442 1663.2792969316401 1896.761702695314 1697.636684627944 245.89438154636437 -26.48665529695996 15.225 14.63 14.691 BCC 40347.68359375
245.892006 -26.490295 1967.6412653146263 1576.3173328825155 1977.5749874576322 1609.1528862079597 245.8916729779822 -26.48930994852993 14.529 14.096 14.141 ABB 29784.7734375
245.893303 -26.48999 1928.9463800692502 1586.481889376013 1938.2029417204621 1619.4953224400933 245.89299266499643 -26.488999613998892 16.128 15.445 15.096 DDU 16041.46484375
245.89208 -26.488752 1965.430984518805 1627.7505934669425 1975.326026747884 1661.4862288526142 245.89174827687373 -26.48773994625075 14.339 13.941 13.85 ABA 42289.7734375
245.89103 -26.494234 1996.7644658566333 1445.018583285862 2007.2078440091245 1475.5564084933646 245.89067989427866 -26.493317878558873 15.164 14.59 14.528 AAA 40438.640625
245.891321 -26.492085 1988.0799827864198 1516.6515862484437 1998.371382485182 1548.4429890077915 245.89097599098858 -26.49113127183221 11.424 10.846 10.718 AAA 795976.875
245.890312 -26.49054 2018.179809137118 1568.152837644386 2028.9979557970175 1600.8455123031629 245.8899493469862 -26.489559231843256 13.926 13.366 13.26 AAE 191258.34375
245.890636 -26.500252 2008.5263685212929 1244.4189559791344 2019.1755799704156 1271.4462877087692 245.8902789834305 -26.499441192439313 15.924 15.218 15.371 CBD 20213.1796875
245.89608 -26.482422 1846.0774772924065 1838.742920508613 1853.8838331450236 1876.1709216175136 245.89581825567893 -26.48129917989288 13.987 13.497 13.252 ABA 52762.03515625
245.891823 -26.48291 1973.0889306292675 1822.4844688585736 1983.1179869152797 1859.6279470635986 245.8914867990911 -26.481795710843404 13.004 12.433 12.231 AAA 163229.21875
245.894067 -26.482876 1906.1377814739772 1823.6139891443129 1914.9951926497718 1860.7772339543385 245.8937700470174 -26.48176112088449 15.554 15.093 14.887 ABC 5177.9296875
245.894176 -26.483784 1902.8877188190272 1793.3470793200668 1911.6882538983602 1829.980653208168 245.8938809510654 -26.482685011079354 15.545 14.938 14.91 BAB 118417.109375
245.893996 -26.478582 1908.2467662857587 1966.7476068160768 1917.1410846957594 2006.4156899353584 245.8936978165693 -26.47739197591057 14.64 15.156 14.966 UAB 22196.99609375
245.894623 -26.47761 1889.5368696027213 1999.1463786593529 1898.103764820769 2039.381440285892 245.89433578493072 -26.476402967256142 15.859 15.496 14.403 BCU 7423.3125
245.890818 -26.476944 2003.065650507643 2021.3526720457712 2013.619299391527 2061.9763438065725 245.8904642402265 -26.475725303636484 14.993 14.505 14.401 AAA 0.0
245.890111 -26.477858 2024.1615779485633 1990.8867651787318 2035.084405562663 2030.9772835693598 245.88974487239713 -26.476655296790113 12.634 12.046 11.924 AAB 231737.90625
245.892683 -26.477724 1947.4208052902254 1995.3499902289032 1957.0006693828045 2035.5186150579093 245.89236185536083 -26.476518958064272 14.482 14.571 14.48 UBB 32056.044921875
245.892978 -26.478615 1938.6206100839256 1965.6494638159631 1948.0464707603942 2005.2983294327423 245.89266201221434 -26.477425551191224 14.43 14.711 14.541 UAB 9774.576171875
245.891008 -26.479841 1997.4006462300003 1924.7856661021403 2007.8551575390254 1963.7194152589282 245.89065755417485 -26.478673001482388 14.728 14.198 14.06 AAA 38983.99609375
245.896064 -26.481464 1846.5522494200009 1870.67632392417 1854.366913784851 1908.663159592843 245.8958019780633 -26.480324414900778 13.983 13.559 13.526 AAA 52752.796875
245.893085 -26.480934 1935.4325786159666 1888.3491986247102 1944.802648741746 1926.6453096006426 245.89277087712907 -26.479785133832248 15.619 15.203 15.381 AAC 20059.71484375
245.893013 -26.48555 1937.5896426191816 1734.482512876886 1946.9974613650174 1770.0859568522314 245.89269760495674 -26.48448191349744 14.17 13.817 13.639 AAA 267729.625
245.890633 -26.48683 2008.5983907313814 1691.819236180353 2019.2488625691808 1726.6760728135093 245.89027597343812 -26.48578430777791 14.329 13.82 14.434 UUD 34616.55078125
245.896179 -26.486765 1843.1356548795607 1693.9758833889327 1850.890528839953 1728.8704613482391 245.89591897718302 -26.485718182420495 15.517 15.052 14.989 BDD 27298.05859375
245.899012 -26.487041 1758.6152126254383 1684.7680004566057 1764.8909788463834 1719.5014404645965 245.8988015278818 -26.48599901714447 14.414 13.954 13.959 AAA 128455.03125
245.89664 -26.484428 1829.3752163929753 1771.8747957558273 1836.8892826798524 1808.1326046815543 245.8963880456254 -26.48334028583915 13.798 13.135 12.975 AAA 141174.109375
245.898834 -26.484385 1763.9166383568713 1773.3019596366603 1770.2851795281167 1809.584743930302 245.8986204195546 -26.483296536967757 15.806 15.379 15.573 ABD 22047.380859375
245.907734 -26.48737 1498.4003969890728 1673.7653757647342 1500.1224039363815 1708.3062698406172 245.90767608215654 -26.486333782970615 14.947 14.513 14.444 BDC 51182.80078125
245.905985 -26.485561 1550.5712553274798 1734.0740524412683 1553.2062522957108 1769.6703483589909 245.905896492141 -26.484493124614367 16.039 15.581 15.44 DDD 16287.966796875
245.906904 -26.486364 1523.1574162993388 1707.3029191583096 1525.3126710845772 1742.43072024358 245.9068315654264 -26.48531017761601 15.835 15.283 14.869 DDD 18746.25390625
245.904303 -26.486008 1600.7557402852835 1719.1816634824424 1604.268965740276 1754.5173425933854 245.90418507259483 -26.48494794585964 15.636 15.064 15.236 BBD 42679.75
245.898744 -26.477262 1766.5775179095233 2010.735811482665 1772.99262447294 2051.1736881836114 245.89852885900768 -26.476048884621317 12.049 11.847 11.761 AAA 1.5238113403320312
245.898961 -26.478405 1760.106837225166 1972.6351019467072 1766.4087068766064 2012.406216230775 245.89874965203322 -26.477211887398795 14.276 13.926 13.646 AEA 61872.4453125
245.897641 -26.481373 1799.5006388586457 1873.7055491252443 1806.4919000386722 1911.745396234936 245.8974065598239 -26.480231825183935 14.251 13.797 13.558 AAA 106293.1875
245.900226 -26.480822 1722.3725005326269 1892.064246434481 1728.014019291948 1930.4253707470843 245.90003677210194 -26.479671186597077 15.677 14.141 14.065 AUU 7356.2548828125
245.900332 -26.481316 1719.2117583128224 1875.5972023152622 1724.7979640832968 1913.6701533557793 245.90014462520023 -26.480173831718997 14.821 14.211 15.03 UUB 16363.1328125
245.899791 -26.4806 1735.350403312828 1899.4657068392687 1741.2190353708024 1937.9563567089563 245.8995941644263 -26.47944530100923 14.963 15.036 14.843 UBB 41388.25390625
245.89978 -26.483538 1735.6894112775162 1801.5323133598667 1741.5639759748728 1838.3091288436644 245.8995829669074 -26.482434715878956 16.032 15.434 14.902 CBB 51405.7265625
245.899848 -26.482319 1733.65609525007 1842.1654614192698 1739.4950769169461 1879.653356994107 245.8996521583587 -26.48119438352019 15.183 14.745 14.545 UUB 56053.84375
245.918667 -26.487211 1172.2190992086141 1678.9953659559737 1168.232933444765 1713.6277848602035 245.91880030903067 -26.486171997632116 15.955 15.381 14.943 CCU 58054.453125
245.91876 -26.4862 1169.4357846191374 1712.6946820903333 1165.4009108499722 1747.9168390269144 245.91889493446453 -26.485143305079873 16.397 15.704 14.823 DDU 24384.66796875
245.910984 -26.478649 1401.3809857374458 1964.4477512076844 1401.4051529878511 2004.0755868538195 245.91098292738585 -26.477460166506727 15.491 13.607 13.52 BUU 47236.109375
245.910474 -26.481785 1416.6179614158973 1859.9172769390923 1416.9087757406755 1897.715829285527 245.9104640074825 -26.48065104635056 16.564 16.161 15.268 DDU 24024.0546875
245.910919 -26.479599 1403.326617631249 1932.7814310686342 1403.384833439796 1971.8551061123358 245.91091679055222 -26.478426791463903 15.929 14.176 14.158 AUU 29909.609375
245.914302 -26.480431 1302.3960763812597 1905.02687015476 1300.6880077179317 1943.6148403824686 245.9143589583185 -26.47927335079839 13.902 13.242 12.975 DDB 405136.1875
245.910818 -26.486588 1406.3858673440348 1699.8151258724376 1406.4976200225553 1734.8118905752056 245.91081402385538 -26.48553809869213 12.282 11.667 11.366 EEE 1964696.0
245.913956 -26.487007 1312.767843512127 1685.8289444763288 1311.2412807735893 1720.5809510046647 245.9140069098371 -26.485964430677726 16.125 15.522 15.179 DDD 87868.2890625
245.911112 -26.484875 1397.6031340131021 1756.9134473358865 1397.5611888583314 1792.9094326642644 245.9111131661013 -26.483795121257124 14.429 13.914 14.029 AAA 271401.15625
245.915208 -26.484608 1275.3965586384838 1765.787265443613 1273.2159984146574 1801.9385425888768 245.91528080671614 -26.48352344772338 16.106 15.522 14.968 UUC 53214.390625
245.913196 -26.4834 1335.4162396894046 1806.0673229117506 1334.2860238839692 1842.9235010627062 245.91323361565892 -26.48229430854063 12.488 11.863 11.691 EAA 1247745.125
245.906288 -26.477676 1541.4889280970606 1996.906210893653 1543.9649843387592 2037.1020695842922 245.9062047975887 -26.476470137615944 11.454 10.816 10.659 AAA 1753431.75
245.909879 -26.478485 1434.3495118181684 1969.920788456563 1434.9506282749862 2009.644402254553 245.90985860156005 -26.477293296421845 14.114 13.583 13.567 BBA 164559.078125
245.908132 -26.478159 1486.4724035121862 1980.796951080156 1487.9856705736495 2020.7108977240587 245.90808104766126 -26.476961590982604 10.822 10.174 9.972 EEE 4526529.0
245.90046 -26.477167 1715.3767502048731 2013.8969133449173 1720.8958433334585 2054.3901093284535 245.9002748707133 -26.47595222456671 14.42 14.076 13.827 AAA 0.0
245.901215 -26.479649 1692.85980611541 1931.1608210407114 1697.9848527224297 1970.2061354089237 245.90104307130187 -26.47847766041587 15.387 14.86 14.632 AAA 41334.734375
245.908958 -26.485247 1461.8701684516407 1744.5256458268086 1462.9528963995444 1780.304844628778 245.90892149160055 -26.48417363095995 15.415 14.727 14.658 AUB 78863.1484375
245.904034 -26.481718 1608.76077116445 1862.1829556919872 1612.414084659828 1900.0211574165974 245.903911372286 -26.480582870787277 13.142 12.439 12.258 AAA 538430.125
245.905403 -26.481932 1567.9165152663636 1855.0435457342007 1570.855054283525 1892.7568077845494 245.90530431582476 -26.480800616859867 14.737 14.158 14.145 AAA 62504.97265625
245.90791 -26.481159 1493.1135581007438 1880.7979959426548 1494.743045367507 1918.9619608716512 245.90785516355922 -26.480014090769675 15.509 15.017 14.849 ABC 38283.8359375
245.904719 -26.479275 1588.3110503063376 1943.6133922512429 1591.6064936866985 1982.8766266156395 245.9046083552901 -26.478097118958267 14.878 14.459 14.323 BCB 93381.109375
245.94266 -26.486027 456.38263651779744 1718.2111224227763 439.8693326568588 1753.529817065175 245.94321295953327 -26.48496721959961 14.64 12.718 12.536 AUU 180718.390625
245.943774 -26.48571 423.14187198916807 1728.7629021120897 406.0468547489785 1764.2662528990513 245.94434644244072 -26.484644667686762 12.956 12.216 12.076 AUU 1289912.125
245.945522 -26.485561 370.98816662095874 1733.7056154151403 352.9804595368255 1769.2954636849054 245.9461250151057 -26.48449305293832 14.959 14.714 14.479 AAA 141126.296875
245.93784 -26.477497 600.0706145748165 2002.6059483202985 586.0718503298758 2042.901552415904 245.93830861944738 -26.47628796237846 15.922 15.506 14.763 ABU 81857.5546875
